													0.806591931	1.747260787	0.184406952	-0.310089138	0.805094953	-2.439043559							
Q8TCG2	P4K2B_HUMAN	PI4K2B	Phosphatidylinositol 4-kinase type 2-beta	2	2	1.98E+06	HUMAN		20.9206785										P53733	RT19_YEAST	RSM19	Small ribosomal subunit protein uS19m	3	2	961873
Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	11	11	2.06E+06	HUMAN	1434840	20.97170352	20.45245844	-0.519245078	0.697736844	0.697736844			-0.519245078			P53734	DBP6_YEAST	DBP6	ATP-dependent RNA helicase DBP6	9	8	7.13E+06
Q8TCS8	PNPT1_HUMAN	PNPT1	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	21	21	3.25E+06	HUMAN	2463620	21.63023157	21.23234831	-0.397883255	0.758971041	0.758971041			-0.397883255			P53735	ZRG17_YEAST	ZRG17	Protein ZRG17	1	1	67850.8
Q8TCT8	SPP2A_HUMAN	SPPL2A	Signal peptide peptidase-like 2A	1	1	998389	HUMAN	1234100	19.92924251	20.23502787	0.305785358	1.236091343	1.236091343			0.305785358			P53736	YN8O_YEAST	YNR040W	Uncharacterized protein YNR040W	1	1	76291
Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	8	8	3.73E+06	HUMAN	2750970	21.830427	21.39150898	-0.438918028	0.737687642	0.737687642			-0.438918028			P53738	TR112_YEAST	TRM112	Multifunctional methyltransferase subunit TRM112	2	2	1.51E+07
Q8TCZ2	C99L2_HUMAN	CD99L2	CD99 antigen-like protein 2	3	3	323326	HUMAN	568556	18.30263	19.11694293	0.814312929	1.758460501	1.758460501			0.814312929			P53739	FPK1_YEAST	FPK1	Flippase kinase 1	7	7	1.16E+06
Q8TD16	BICD2_HUMAN	BICD2	Protein bicaudal D homolog 2	5	4	227425	HUMAN	64117.1	17.79503133	15.96842155	-1.826609774	0.281926349	0.281926349			-1.826609774			P53741	BRE5_YEAST	BRE5	UBP3-associated protein BRE5	14	14	2.13E+06
Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9	14	14	1.84E+06	HUMAN	1322860	20.80822892	20.33522896	-0.472999962	0.720464893	0.720464893			-0.472999962			P53742	NOG2_YEAST	NOG2	Nucleolar GTP-binding protein 2	11	11	527358
Q8TD30	ALAT2_HUMAN	GPT2	Alanine aminotransferase 2	1	1	9280.14	HUMAN		13.17993085										P53743	ESF2_YEAST	ESF2	Pre-rRNA-processing protein ESF2	3	3	1.15E+06
Q8TDB6	DTX3L_HUMAN	DTX3L	E3 ubiquitin-protein ligase DTX3L	6	6	72877	HUMAN	413936	16.15317595	18.6590482	2.505872249	5.679926451	5.679926451			2.505872249			P53750	YN93_YEAST	YNR064C	Uncharacterized hydrolase YNR064C	1	1	111798
Q8TDD1	DDX54_HUMAN	DDX54	ATP-dependent RNA helicase DDX54	17	17	7.77E+06	HUMAN	793634	22.88861766	19.59811431	-3.290503355	0.102202093	0.102202093			-3.290503355			P53753	ENG1_YEAST	DSE4	"Glucan endo-1,3-beta-D-glucosidase 1"	5	5	921149
Q8TDD5	MCLN3_HUMAN	MCOLN3	Mucolipin-3	1	1	460128	HUMAN		18.81167573										P53759	DUS1_YEAST	DUS1	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]	3	3	9.47E+06
Q8TDH9	BL1S5_HUMAN	BLOC1S5	Biogenesis of lysosome-related organelles complex 1 subunit 5	1	1	1029.17	HUMAN		10.00726559										P53801	PTTG_HUMAN	PTTG1IP	Pituitary tumor-transforming gene 1 protein-interacting protein	3	3	1.01E+06
Q8TDM6	DLG5_HUMAN	DLG5	Disks large homolog 5	2	2	140557	HUMAN		17.10079578										P53829	CAF40_YEAST	CAF40	Protein CAF40	8	7	1.06E+06
Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	13	13	5.23E+06	HUMAN	3522780	22.31813951	21.74828295	-0.569856557	0.673683768	0.673683768			-0.569856557			P53834	HCH1_YEAST	HCH1	Hsp90 co-chaperone HCH1	5	5	5.72E+06
Q8TDP1	RNH2C_HUMAN	RNASEH2C	Ribonuclease H2 subunit C	3	3	419225	HUMAN	17206.5	18.67736523	14.07066605	-4.606699181	0.041043592	0.041043592			-4.606699181			P53836	CA120_YEAST	CAF120	CCR4-NOT transcriptional complex subunit CAF120	6	6	967120
Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	8	7	858846	HUMAN	877215	19.71203994	19.74257096	0.030531017	1.021388002	1.021388002			0.030531017			P53839	GOR1_YEAST	GOR1	Glyoxylate reductase 1	10	10	5.50E+06
Q8TE02	ELP5_HUMAN	ELP5	Elongator complex protein 5	1	1	20957.7	HUMAN	520530	14.35519278	18.98962179	4.634429011	24.83717202	24.83717202			4.634429011			P53840	TOF1_YEAST	TOF1	Topoisomerase 1-associated factor 1	1	1	9260.89
Q8TE77	SSH3_HUMAN	SSH3	Protein phosphatase Slingshot homolog 3	5	5	111013	HUMAN	73029	16.76036911	16.15618186	-0.60418725	0.657841874	0.657841874			-0.60418725			P53843	IST1_YEAST	IST1	Vacuolar protein sorting-associated protein IST1	5	5	832940
Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1	3	3	2.22E+06	HUMAN	5941530	21.07964363	22.50240306	1.422759423	2.680978079	2.680978079			1.422759423			P53844	PDR17_YEAST	PDR17	Phosphatidylinositol transfer protein PDR17	5	5	1.06E+06
Q8TEB1	DCA11_HUMAN	DCAF11	DDB1- and CUL4-associated factor 11	1	1	2099	HUMAN		11.03548645										P53845	YIF1_YEAST	YIF1	Protein transport protein YIF1	2	2	1.70E+06
Q8TED0	UTP15_HUMAN	UTP15	U3 small nucleolar RNA-associated protein 15 homolog	14	14	746556	HUMAN	565563	19.50989096	19.10932821	-0.400562743	0.757562728	0.757562728			-0.400562743			P53846	LTO1_YEAST	LTO1	Protein LTO1	1	1	102074
Q8TED1	GPX8_HUMAN	GPX8	Probable glutathione peroxidase 8	4	4	1.15E+06	HUMAN	2392840	20.13923657	21.1902925	1.051055934	2.07204586	2.07204586			1.051055934			P53847	DSL1_YEAST	DSL1	Protein transport protein DSL1	3	3	115487
Q8TEH3	DEN1A_HUMAN	DENND1A	DENN domain-containing protein 1A	2	2	293092	HUMAN		18.16099406										P53848	FOL1_YEAST	FOL1	Folic acid synthesis protein FOL1	5	5	6.27E+06
Q8TEM1	PO210_HUMAN	NUP210	Nuclear pore membrane glycoprotein 210	33	33	2.60E+07	HUMAN	17211100	24.62980372	24.03683597	-0.592967749	0.662977701	0.662977701			-0.592967749			P53849	GIS2_YEAST	GIS2	Zinc finger protein GIS2	7	7	9.46E+06
Q8TEQ6	GEMI5_HUMAN	GEMIN5	Gem-associated protein 5	28	28	1.85E+06	HUMAN	1570070	20.8204657	20.58239745	-0.238068246	0.847879855	0.847879855			-0.238068246			P53851	TEX1_YEAST	TEX1	Protein TEX1	3	3	1.21E+06
Q8TEU7	RPGF6_HUMAN	RAPGEF6	Rap guanine nucleotide exchange factor 6	2	1	763344	HUMAN	2990.83	19.54197383	11.54633019	-7.995643633	0.003918063	0.003918063			-7.995643633			P53852	SYC_YEAST	YNL247W	Cysteine--tRNA ligase	22	22	3.21E+06
Q8TEW0	PARD3_HUMAN	PARD3	Partitioning defective 3 homolog	2	2	8.75E+06	HUMAN	7339860	23.06148623	22.80732111	-0.254165118	0.838472215	0.838472215			-0.254165118			P53853	VPS75_YEAST	VPS75	Vacuolar protein sorting-associated protein 75	4	4	252578
Q8TEX9	IPO4_HUMAN	IPO4	Importin-4	15	15	4.15E+06	HUMAN	2011700	21.98437743	20.93998374	-1.044393685	0.484848631	0.484848631			-1.044393685			P53854	CWC25_YEAST	CWC25	Pre-mRNA-splicing factor CWC25	1	1	15218.1
Q8TF01	PNISR_HUMAN	PNISR	Arginine/serine-rich protein PNISR	2	2	98686.2	HUMAN	192137	16.59056074	17.55177584	0.961215105	1.946949016	1.946949016			0.961215105			P53855	ATG2_YEAST	ATG2	Autophagy-related protein 2	2	2	116119
Q8TF05	PP4R1_HUMAN	PPP4R1	Serine/threonine-protein phosphatase 4 regulatory subunit 1	6	6	208240	HUMAN	1637480	17.66788769	20.64304586	2.975158164	7.863426815	7.863426815			2.975158164			P53858	BNI4_YEAST	BNI4	Protein BNI4	2	2	9236.27
Q8TF74	WIPF2_HUMAN	WIPF2	WAS/WASL-interacting protein family member 2	6	6	246460	HUMAN	72702.9	17.91099399	16.14972529	-1.761268702	0.294988639	0.294988639			-1.761268702			P53859	CSL4_YEAST	CSL4	Exosome complex component CSL4	7	7	460145
Q8WTS6	SETD7_HUMAN	SETD7	Histone-lysine N-methyltransferase SETD7	3	3	711889	HUMAN	362906	19.44129278	18.46923638	-0.9720564	0.509778912	0.509778912			-0.9720564			P53860	PDR16_YEAST	PDR16	Phosphatidylinositol transfer protein PDR16	13	13	5.56E+06
Q8WTT2	NOC3L_HUMAN	NOC3L	Nucleolar complex protein 3 homolog	12	12	2.47E+06	HUMAN	2832480	21.23651177	21.43363434	0.197122568	1.146409578	1.146409578			0.197122568			P53865	CNM67_YEAST	CNM67	Chaotic nuclear migration protein 67	3	3	60312.6
Q8WTV0	SCRB1_HUMAN	SCARB1	Scavenger receptor class B member 1	7	7	1.47E+06	HUMAN	846838	20.48391613	19.69172648	-0.792189644	0.577466979	0.577466979			-0.792189644			P53866	SQS1_YEAST	SQS1	Protein SQS1	1	1	8380.3
Q8WTW3	COG1_HUMAN	COG1	Conserved oligomeric Golgi complex subunit 1	4	4	10814.4	HUMAN	6626.11	13.400666	12.69394644	-0.706719566	0.612711755	0.612711755			-0.706719566			P53867	ATG4_YEAST	ATG4	Cysteine protease ATG4	1	1	114626
Q8WU10	PYRD1_HUMAN	PYROXD1	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1	2	2	14181.3	HUMAN		13.79170217										P53868	ALG9_YEAST	ALG9	"Alpha-1,2-mannosyltransferase ALG9"	6	6	962615
Q8WU79	SMAP2_HUMAN	SMAP2	Stromal membrane-associated protein 2	2	2	13152	HUMAN		13.68299458										P53870	YNT3_YEAST	YNL193W	Uncharacterized protein YNL193W	1	1	7774.68
Q8WU90	ZC3HF_HUMAN	ZC3H15	Zinc finger CCCH domain-containing protein 15	7	7	2.94E+06	HUMAN	3603150	21.48981661	21.78082728	0.291010674	1.223497093	1.223497093			0.291010674			P53871	DUG3_YEAST	DUG3	Probable glutamine amidotransferase DUG3	2	2	49218.4
Q8WUA2	PPIL4_HUMAN	PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4	5	5	2.95E+06	HUMAN	78221	21.49367664	16.25526836	-5.238408282	0.026490001	0.026490001			-5.238408282			P53874	UBP10_YEAST	UBP10	Ubiquitin carboxyl-terminal hydrolase 10	3	3	498911
Q8WUA4	TF3C2_HUMAN	GTF3C2	General transcription factor 3C polypeptide 2	5	5	2.56E+06	HUMAN	3939350	21.28638178	21.90952617	0.62314439	1.540228492	1.540228492			0.62314439			P53875	RM19_YEAST	MRPL19	Large ribosomal subunit protein uL11m	2	2	27869.2
Q8WUA7	TB22A_HUMAN	TBC1D22A	TBC1 domain family member 22A	1	1	9673.02	HUMAN	3215.89	13.23975067	11.65100234	-1.588748322	0.33245977	0.33245977			-1.588748322			P53877	IPI3_YEAST	IPI3	Pre-rRNA-processing protein IPI3	7	7	631656
Q8WUA8	TSK_HUMAN	TSKU	Tsukushin	1	1	1339.02	HUMAN		10.38696179										P53878	YNS1_YEAST	YNL181W	Uncharacterized oxidoreductase YNL181W	8	8	1.63E+06
Q8WUB8	PHF10_HUMAN	PHF10	PHD finger protein 10	4	4	710068	HUMAN	1048230	19.43759767	19.99952387	0.561926207	1.476238895	1.476238895			0.561926207			P53879	RHO5_YEAST	RHO5	GTP-binding protein RHO5	8	8	1.01E+06
Q8WUD4	CCD12_HUMAN	CCDC12	Coiled-coil domain-containing protein 12	3	3	89001.5	HUMAN	70519.9	16.44154203	16.10574281	-0.335799222	0.792345073	0.792345073			-0.335799222			P53883	NOP13_YEAST	NOP13	Nucleolar protein 13	10	10	1.96E+06
Q8WUF5	IASPP_HUMAN	PPP1R13L	RelA-associated inhibitor	7	7	3.16E+06	HUMAN	9377330	21.5914566	23.16074577	1.56928917	2.967584622	2.967584622			1.56928917			P53885	MDG1_YEAST	MDG1	Signal transduction protein MDG1	8	8	1.34E+06
Q8WUH1	CHUR_HUMAN	CHURC1	Protein Churchill	1	1	2161.49	HUMAN		11.07781045										P53889	FMP41_YEAST	FMP41	Uncharacterized mitochondrial hydrolase FMP41	7	7	3.06E+06
Q8WUH6	TM263_HUMAN	TMEM263	Transmembrane protein 263	4	4	2.49E+06	HUMAN	3789020	21.24634629	21.85339332	0.607047035	1.523138396	1.523138396			0.607047035			P53890	BNI5_YEAST	BNI5	Bud neck protein 5	12	12	544304
Q8WUI4	HDAC7_HUMAN	HDAC7	Histone deacetylase 7	1	1	2.62E+06	HUMAN		21.31936121										P53893	RIA1_YEAST	RIA1	Ribosome assembly protein 1	20	20	2.04E+06
Q8WUK0	PTPM1_HUMAN	PTPMT1	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	3	3	3.19E+06	HUMAN	3118550	21.60355934	21.57244396	-0.031115381	0.978663378	0.978663378			-0.031115381			P53894	CBK1_YEAST	CBK1	Serine/threonine-protein kinase CBK1	6	6	111169
Q8WUM0	NU133_HUMAN	NUP133	Nuclear pore complex protein Nup133	16	16	1.10E+06	HUMAN	572054	20.06392167	19.12579181	-0.938129856	0.521908985	0.521908985			-0.938129856			P53897	IGO1_YEAST	IGO1	mRNA stability protein IGO1	5	5	1.10E+06
Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	33	33	7.28E+06	HUMAN	17382500	22.79503133	24.05113225	1.256100926	2.388493459	2.388493459			1.256100926			P53898	NSG2_YEAST	NSG2	Protein NSG2	5	5	1.48E+06
Q8WUQ7	CATIN_HUMAN	CACTIN	Cactin	2	2	81200.3	HUMAN	5227.95	16.30919744	12.35202963	-3.957167809	0.064383383	0.064383383			-3.957167809			P53899	CUZ1_YEAST	CUZ1	CDC48-associated ubiquitin-like/zinc finger protein 1	4	4	279943
Q8WUR7	CO040_HUMAN	C15orf40	UPF0235 protein C15orf40	2	2	56489.4	HUMAN	77048.4	15.78569256	16.23347738	0.447784821	1.363944386	1.363944386			0.447784821			P53900	PFD4_YEAST	GIM3	Prefoldin subunit 4	3	3	6.88E+07
Q8WUW1	BRK1_HUMAN	BRK1	Protein BRICK1	1	1	63258.2	HUMAN	6781.97	15.94896488	12.72748869	-3.221476197	0.107210923	0.107210923			-3.221476197			P53901	INN1_YEAST	INN1	Ingression protein 1	1	1	6314.91
Q8WUX1	S38A5_HUMAN	SLC38A5	Sodium-coupled neutral amino acid transporter 5	4	4	6.71E+06	HUMAN	11494200	22.67753943	23.45440272	0.776863287	1.713401536	1.713401536			0.776863287			P53903	PGA2_YEAST	PGA2	Processing of GAS1 and ALP protein 2	3	3	2.67E+06
Q8WUX2	CHAC2_HUMAN	CHAC2	Glutathione-specific gamma-glutamylcyclotransferase 2	2	2	528164	HUMAN	539706	19.01062644	19.0418142	0.031187756	1.021853061	1.021853061			0.031187756			P53904	TBCB_YEAST	ALF1	Tubulin-specific chaperone B	1	1	280885
Q8WUX9	CHMP7_HUMAN	CHMP7	Charged multivesicular body protein 7	4	4	913242	HUMAN	4388.55	19.80063769	12.09952863	-7.701109056	0.004805462	0.004805462			-7.701109056			P53909	ADE_YEAST	AAH1	Adenine deaminase	2	2	169179
Q8WUY1	THEM6_HUMAN	THEM6	Protein THEM6	7	7	2.72E+06	HUMAN	2212210	21.37357252	21.07705691	-0.296515602	0.81421652	0.81421652			-0.296515602			P53911	EAF7_YEAST	EAF7	Chromatin modification-related protein EAF7	1	1	93538.1
Q8WUZ0	BCL7C_HUMAN	BCL7C	B-cell CLL/lymphoma 7 protein family member C	3	2	48288.5	HUMAN	16401.2	15.55939203	14.00151375	-1.557878275	0.339650227	0.339650227			-1.557878275			P53912	YNN4_YEAST	YNL134C	Uncharacterized protein YNL134C	9	9	1.92E+07
Q8WV22	NSE1_HUMAN	NSMCE1	Non-structural maintenance of chromosomes element 1 homolog	1	1	10381	HUMAN		13.3416578										P53913	FYV6_YEAST	FYV6	Protein FYV6	3	3	73678.2
Q8WV41	SNX33_HUMAN	SNX33	Sorting nexin-33	1	1	159521	HUMAN		17.28338683										P53914	NAT10_YEAST	KRE33	RNA cytidine acetyltransferase	20	20	1.90E+07
Q8WV92	MITD1_HUMAN	MITD1	MIT domain-containing protein 1	2	2	11643.1	HUMAN		13.50718761										P53915	NRK1_YEAST	NRK1	Nicotinamide riboside kinase	4	4	646606
Q8WVB6	CTF18_HUMAN	CHTF18	Chromosome transmission fidelity protein 18 homolog	7	7	3.01E+06	HUMAN	39553.3	21.51913039	15.27151045	-6.247619941	0.0131607	0.0131607			-6.247619941			P53917	FAR11_YEAST	FAR11	Factor arrest protein 11	3	3	94094
Q8WVC0	LEO1_HUMAN	LEO1	RNA polymerase-associated protein LEO1	3	3	263782	HUMAN	153711	18.0089866	17.22986089	-0.779125709	0.582719822	0.582719822			-0.779125709			P53918	ESBP6_YEAST	ESBP6	Uncharacterized transporter ESBP6	1	1	115959
Q8WVC6	DCAKD_HUMAN	DCAKD	Dephospho-CoA kinase domain-containing protein	1	1	45155.8	HUMAN		15.46262368										P53920	NM111_YEAST	NMA111	Pro-apoptotic serine protease NMA111	22	22	1.11E+07
Q8WVI0	SMIM4_HUMAN	SMIM4	Small integral membrane protein 4	1	1	12394.7	HUMAN		13.59743573										P53923	CTU2_YEAST	NCS2	Cytoplasmic tRNA 2-thiolation protein 2	2	2	288483
Q8WVJ2	NUDC2_HUMAN	NUDCD2	NudC domain-containing protein 2	3	3	1.58E+06	HUMAN	3317330	20.59275265	21.6615911	1.068838451	2.097743743	2.097743743			1.068838451			P53924	DMA2_YEAST	DMA2	E3 ubiquitin-protein ligase DMA2	3	3	200184
Q8WVK2	SNR27_HUMAN	SNRNP27	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	4	4	135586	HUMAN	123528	17.04884869	16.91447857	-0.134370126	0.911067514	0.911067514			-0.134370126			P53925	YNL5_YEAST	YNL115C	Uncharacterized vacuolar membrane protein YNL115C	10	10	742996
Q8WVM0	TFB1M_HUMAN	TFB1M	"Dimethyladenosine transferase 1, mitochondrial"	3	3	265525	HUMAN	164856	18.01848818	17.33084687	-0.687641306	0.620868092	0.620868092			-0.687641306			P53927	NOP15_YEAST	NOP15	Ribosome biogenesis protein 15	2	2	881995
Q8WVM7	STAG1_HUMAN	STAG1	Cohesin subunit SA-1	7	7	409282	HUMAN	330801	18.64273569	18.33560407	-0.307131623	0.808247125	0.808247125			-0.307131623			P53929	YNK8_YEAST	YNL108C	Uncharacterized protein YNL108C	5	5	843886
Q8WVM8	SCFD1_HUMAN	SCFD1	Sec1 family domain-containing protein 1	11	11	708301	HUMAN	508506	19.43400305	18.95590527	-0.478097782	0.717923595	0.717923595			-0.478097782			P53930	AF9_YEAST	YAF9	Protein AF-9 homolog	1	1	56835
Q8WVQ1	CANT1_HUMAN	CANT1	Soluble calcium-activated nucleotidase 1	3	3	132905	HUMAN		17.02003586										P53935	NST1_YEAST	NST1	Stress response protein NST1	2	2	489185
Q8WVT3	TPC12_HUMAN	TRAPPC12	Trafficking protein particle complex subunit 12	1	1	158285	HUMAN	69621.9	17.27216502	16.08725357	-1.184911453	0.439851534	0.439851534			-1.184911453			P53938	EOS1_YEAST	EOS1	N-glycosylation protein EOS1	2	2	163016
Q8WVV9	HNRLL_HUMAN	HNRNPLL	Heterogeneous nuclear ribonucleoprotein L-like	13	13	6.51E+06	HUMAN	12468900	22.63356112	23.57183086	0.938269738	1.916228677	1.916228677			0.938269738			P53939	NIS1_YEAST	NIS1	Protein NIS1	1	1	1.59E+06
Q8WVX9	FACR1_HUMAN	FAR1	Fatty acyl-CoA reductase 1	5	5	275964	HUMAN	306156	18.07412055	18.22390743	0.14978688	1.109405575	1.109405575			0.14978688			P53940	APJ1_YEAST	APJ1	J domain-containing protein APJ1	2	2	97526.6
Q8WVY7	UBCP1_HUMAN	UBLCP1	Ubiquitin-like domain-containing CTD phosphatase 1	9	9	3.86E+06	HUMAN	2386590	21.87858008	21.18651931	-0.69206077	0.618969072	0.618969072			-0.69206077			P53941	IMP4_YEAST	IMP4	U3 small nucleolar ribonucleoprotein protein IMP4	6	6	227568
Q8WW01	SEN15_HUMAN	TSEN15	tRNA-splicing endonuclease subunit Sen15	1	1	39402.9	HUMAN	62894.7	15.26601419	15.94065083	0.674636635	1.596194696	1.596194696			0.674636635			P53946	ARP5_YEAST	ARP5	Actin-related protein 5	13	13	207694
Q8WW12	PCNP_HUMAN	PCNP	PEST proteolytic signal-containing nuclear protein	9	9	4.51E+06	HUMAN	3418460	22.10535802	21.70491511	-0.400442906	0.757625657	0.757625657			-0.400442906			P53949	OCA2_YEAST	OCA2	Tyrosine-protein phosphatase-like protein OCA2	1	1	152222
Q8WW22	DNJA4_HUMAN	DNAJA4	DnaJ homolog subfamily A member 4	6	6	5.73E+06	HUMAN	198020	22.45042343	17.59528662	-4.855136808	0.034550806	0.034550806			-4.855136808			P53950	VAC7_YEAST	VAC7	Vacuolar segregation protein 7	6	6	8.16E+07
Q8WW59	SPRY4_HUMAN	SPRYD4	SPRY domain-containing protein 4	7	7	4.33E+06	HUMAN	6474210	22.04429205	22.62627273	0.58198068	1.49690294	1.49690294			0.58198068			P53951	COG5_YEAST	COG5	Conserved oligomeric Golgi complex subunit 5	4	4	8.52E+06
Q8WWC4	MAIP1_HUMAN	MAIP1	"m-AAA protease-interacting protein 1, mitochondrial"	4	4	289448	HUMAN	346771	18.14294466	18.40362373	0.260679065	1.198042481	1.198042481			0.260679065			P53953	SFB2_YEAST	SFB2	SED5-binding protein 2	8	8	422795
Q8WWH5	TRUB1_HUMAN	TRUB1	Probable tRNA pseudouridine synthase 1	4	4	2.40E+06	HUMAN	4444900	21.19388746	22.08371953	0.88983207	1.852960426	1.852960426			0.88983207			P53954	ALG11_YEAST	ALG11	"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase"	8	8	4.30E+06
Q8WWI1	LMO7_HUMAN	LMO7	LIM domain only protein 7	42	42	3.92E+06	HUMAN	6026990	21.90109669	22.52300624	0.62190955	1.538910734	1.538910734			0.62190955			P53959	COG6_YEAST	COG6	Conserved oligomeric Golgi complex subunit 6	13	13	1.33E+06
Q8WWI5	CTL1_HUMAN	SLC44A1	Choline transporter-like protein 1	8	8	293053	HUMAN	259540	18.16080208	17.98559738	-0.175204704	0.885641846	0.885641846			-0.175204704			P53960	YNE0_YEAST	YNL040W	Putative alanyl-tRNA editing protein alaX	8	8	625597
Q8WWK9	CKAP2_HUMAN	CKAP2	Cytoskeleton-associated protein 2	6	6	133849	HUMAN	603678	17.03024683	19.2034197	2.173172865	4.510142026	4.510142026			2.173172865			P53962	YND5_YEAST	YNL035C	Uncharacterized WD repeat-containing protein YNL035C	8	8	414059
Q8WWM7	ATX2L_HUMAN	ATXN2L	Ataxin-2-like protein	24	24	2.96E+06	HUMAN	2402130	21.49490733	21.1958828	-0.299024531	0.812801781	0.812801781			-0.299024531			P53965	SIW14_YEAST	SIW14	Inositol phosphatase SIW14	3	3	62225.4
Q8WWQ0	PHIP_HUMAN	PHIP	PH-interacting protein	19	18	3.86E+06	HUMAN	1564360	21.8817122	20.57714112	-1.304571079	0.404841452	0.404841452			-1.304571079			P53968	CRZ1_YEAST	CRZ1	Transcriptional regulator CRZ1	5	5	5.71E+06
Q8WWV3	RT4I1_HUMAN	RTN4IP1	"Reticulon-4-interacting protein 1, mitochondrial"	4	4	285969	HUMAN	221454	18.12549924	17.75664753	-0.368851706	0.774398624	0.774398624			-0.368851706			P53969	SAM50_YEAST	SAM50	Sorting assembly machinery 50 kDa subunit	5	5	481070
Q8WWY3	PRP31_HUMAN	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	8	8	1.00E+06	HUMAN	9932630	19.93334199	23.24374434	3.310402346	9.920427874	9.920427874			3.310402346			P53971	FAP1_YEAST	FAP1	FKBP12-associated protein 1	2	2	208669
Q8WX92	NELFB_HUMAN	NELFB	Negative elongation factor B	7	7	918485	HUMAN	651615	19.80889663	19.31366029	-0.495236346	0.709445445	0.709445445			-0.495236346			P53972	RCM1_YEAST	RCM1	25S rRNA (cytosine(2278)-C(5))-methyltransferase	5	5	184789
Q8WX93	PALLD_HUMAN	PALLD	Palladin	24	23	1.81E+06	HUMAN	3296910	20.78676895	21.65268307	0.865914121	1.822494071	1.822494071			0.865914121			P53973	HDA1_YEAST	HDA1	Histone deacetylase HDA1	5	5	160031
Q8WXA3	RUFY2_HUMAN	RUFY2	RUN and FYVE domain-containing protein 2	3	3	242430	HUMAN		17.88720871										P53974	ARK1_YEAST	ARK1	Actin-regulating kinase 1	7	7	245287
Q8WXA9	SREK1_HUMAN	SREK1	Splicing regulatory glutamine/lysine-rich protein 1	5	5	627956	HUMAN	685369	19.26030395	19.38652141	0.126217464	1.09142838	1.09142838			0.126217464			P53980	YNB1_YEAST	YNL011C	Uncharacterized protein YNL011C	2	2	1.73E+06
Q8WXD5	GEMI6_HUMAN	GEMIN6	Gem-associated protein 6	4	4	509722	HUMAN	156461	18.9593511	17.25544357	-1.703907532	0.306953594	0.306953594			-1.703907532			P53981	PYP1_YEAST	PYP1	Polyol phosphate phosphatase PYP1	11	11	1.16E+07
Q8WXE0	CSKI2_HUMAN	CASKIN2	Caskin-2	2	2	17499.7	HUMAN	22362.5	14.09504257	14.44879386	0.353751292	1.277879049	1.277879049			0.353751292			P53983	ASI3_YEAST	ASI3	Probable ERAD-associated E3 ubiquitin-protein ligase ASI1	2	2	350969
Q8WXF1	PSPC1_HUMAN	PSPC1	Paraspeckle component 1	9	9	2.43E+06	HUMAN	249066	21.21087939	17.92616857	-3.284710824	0.102613267	0.102613267			-3.284710824			P53985	MOT1_HUMAN	SLC16A1	Monocarboxylate transporter 1	4	4	5.50E+06
Q8WXG6	MADD_HUMAN	MADD	MAP kinase-activating death domain protein	11	11	519391	HUMAN	159844	18.98646149	17.28630507	-1.700156424	0.307752733	0.307752733			-1.700156424			P53990	IST1_HUMAN	IST1	IST1 homolog	6	6	648990
Q8WXH0	SYNE2_HUMAN	SYNE2	Nesprin-2	23	23	3.78E+06	HUMAN	1539020	21.84838148	20.55358055	-1.294800936	0.407592402	0.407592402			-1.294800936			P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C	15	15	685166
Q8WXI7	MUC16_HUMAN	MUC16	Mucin-16	6	6	2.34E+06	HUMAN	1000730	21.15510233	19.93262135	-1.222480977	0.428545123	0.428545123			-1.222480977			P53999	TCP4_HUMAN	SUB1	Activated RNA polymerase II transcriptional coactivator p15	5	5	1.72E+07
Q8WXI9	P66B_HUMAN	GATAD2B	Transcriptional repressor p66-beta	13	13	843502	HUMAN	949980	19.68603196	19.85753762	0.171505651	1.126233251	1.126233251			0.171505651			P54000	SUB1_YEAST	SUB1	RNA polymerase II transcriptional coactivator SUB1	6	6	3.33E+06
Q8WXW3	PIBF1_HUMAN	PIBF1	Progesterone-induced-blocking factor 1	2	2	103854	HUMAN		16.66419726										P54003	SUR7_YEAST	SUR7	Protein SUR7	4	4	835364
Q8WXX5	DNJC9_HUMAN	DNAJC9	DnaJ homolog subfamily C member 9	7	7	2.14E+06	HUMAN	1717870	21.02625731	20.71218943	-0.314067877	0.804370525	0.804370525			-0.314067877			P54005	DIA1_YEAST	DIA1	Protein DIA1	6	6	2.84E+06
