Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251031173233.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101011756.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101093153.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031190108.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031234918.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251101070439.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251031202946.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101024632.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101083316.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251031212821.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101060602.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101034509.raw
P49090		ASN2		14	9	1.02771e+08	1.09196e+08	1.03351e+08	5.01835e+07	4.31669e+07	4.52905e+07	9.9173e+07	1.08008e+08	1.04909e+08	4.86799e+07	4.60644e+07	4.5616e+07
P49095		GCV2		4	4	1.86501e+07	2.01468e+07	1.89766e+07	5.74314e+06	7.63579e+06	7.59384e+06	2.1751e+07	2.22316e+07	1.8198e+07	9.38589e+06	1.00276e+07	8.78716e+06
P49167		RPL38		3	3	1.92714e+08	2.04373e+08	1.76595e+08	1.16299e+08	1.16005e+08	9.47647e+07	2.46514e+08	1.97658e+08	2.06475e+08	1.12122e+08	1.14375e+08	1.08574e+08
P49189		ALDH9A1		2	2	2.08944e+07	2.1183e+07	2.1748e+07	1.99399e+07	1.90955e+07	2.51261e+07	1.70024e+07	1.73354e+07	1.78904e+07	1.95204e+07	1.89453e+07	1.73955e+07
P49257		LMAN1		3	3	9.62616e+06	1.09606e+07	1.02481e+07	1.86231e+07	1.59505e+07	1.30372e+07	1.53209e+07	1.62843e+07	1.60981e+07	1.6121e+07	1.71489e+07	1.54183e+07
P49321		NASP		8	8	2.34251e+07	2.65667e+07	2.33212e+07	2.28727e+07	2.12642e+07	2.13281e+07	2.58959e+07	2.86871e+07	2.4718e+07	2.13415e+07	2.33261e+07	2.11277e+07
P49327		FASN		27	27	1.7271e+07	1.95806e+07	1.73959e+07	2.29997e+07	2.06724e+07	2.06632e+07	2.00513e+07	1.98302e+07	2.04182e+07	2.16e+07	2.14893e+07	2.1039e+07
P49334		TOM22		1	1	5.08e+06	5.5037e+06	3.98438e+06	1.68942e+06	1.76536e+06	1.87189e+06	5.63714e+06	5.70116e+06	6.44415e+06	3.95718e+06	2.71544e+06	4.33568e+06
P49368		CCT3		14	14	3.72623e+07	4.81158e+07	4.79903e+07	5.5654e+07	5.22314e+07	5.04756e+07	4.54108e+07	5.07387e+07	4.85546e+07	4.92439e+07	4.89824e+07	4.81384e+07
P49411		TUFM		10	10	5.63209e+07	5.41061e+07	5.08125e+07	8.15229e+07	6.67245e+07	5.99743e+07	5.63236e+07	5.48117e+07	5.74806e+07	6.2041e+07	6.27172e+07	6.07002e+07
P49419		ALDH7A1		10	10	1.78539e+07	1.59664e+07	1.79396e+07	2.45808e+07	2.07754e+07	1.93827e+07	1.65205e+07	1.91716e+07	1.84599e+07	1.9205e+07	1.89487e+07	1.84199e+07
P49435		APT1		2	2	4.56847e+07	3.88711e+07	3.70119e+07	2.29809e+07	2.28002e+07	1.28622e+07	4.37853e+07	4.62563e+07	4.57739e+07	2.66682e+07	2.3387e+07	2.39638e+07
P49458		SRP9		2	2	2.14232e+07	2.48366e+07	2.90409e+07	2.87589e+07	3.53718e+07	2.37711e+07	2.3128e+07	2.33581e+07	2.38635e+07	2.49052e+07	2.55622e+07	2.53634e+07
P49588		AARS1		18	18	3.07726e+07	3.80986e+07	3.39583e+07	3.5546e+07	3.69867e+07	3.28109e+07	3.79432e+07	4.04869e+07	4.05632e+07	3.74378e+07	3.67116e+07	3.75668e+07
P49589		CARS1		4	4	7.20456e+06	7.97623e+06	7.48336e+06	8.77158e+06	8.81948e+06	9.17152e+06	8.5866e+06	8.60967e+06	8.93769e+06	9.45716e+06	8.32837e+06	8.30427e+06
P49591		SARS1		8	8	8.47129e+06	1.15781e+07	9.54502e+06	1.05218e+07	1.09665e+07	9.18075e+06	1.20699e+07	1.23527e+07	1.05112e+07	1.10069e+07	1.25932e+07	1.05671e+07
P49626		RPL4B		2	2	5.78343e+07	6.33895e+07	5.67249e+07	2.67141e+07	2.63022e+07	2.47124e+07	5.09509e+07	4.71282e+07	4.85086e+07	2.58617e+07	2.51623e+07	2.28645e+07
P49662		CASP4		1	1		1.43056e+06	1.44788e+06	621692	684862	1.27529e+06	1.23912e+06	1.60481e+06	1.09474e+06	1.03457e+06	1.08632e+06	1.2419e+06
P49720		PSMB3		5	5	4.67603e+07	3.68828e+07	3.79949e+07	5.66186e+07	4.5733e+07	4.34366e+07	4.05906e+07	4.36051e+07	4.72508e+07	4.77484e+07	4.96013e+07	4.86094e+07
P49721		PSMB2		3	3	1.52238e+07	1.7028e+07	1.28938e+07	1.84243e+07	2.06294e+07	1.91155e+07	1.72089e+07	1.67909e+07	1.85127e+07	1.62333e+07	1.57778e+07	1.87125e+07
P49723		RNR4		12	12	1.64246e+08	2.07413e+08	1.96254e+08	7.45083e+07	8.25785e+07	9.17914e+07	2.27233e+08	2.07801e+08	2.07005e+08	9.13287e+07	8.7972e+07	8.61937e+07
P49736		MCM2		10	10	1.49098e+07	1.77805e+07	1.65039e+07	1.5342e+07	1.4299e+07	1.7521e+07	1.65066e+07	1.80585e+07	1.77622e+07	1.71347e+07	1.67979e+07	1.63982e+07
P49748		ACADVL		8	8	2.77972e+07	2.63143e+07	2.6313e+07	4.05489e+07	3.92588e+07	3.20846e+07	2.49818e+07	2.60322e+07	2.63292e+07	2.88624e+07	2.80637e+07	2.70809e+07
P49755		TMED10		3	3	1.58331e+07	1.51075e+07	1.33843e+07	1.55879e+07	1.1419e+07	1.35177e+07	2.29414e+07	2.4524e+07	2.21928e+07	2.29313e+07	2.22764e+07	2.15018e+07
P49756		RBM25		4	4	1.02864e+07	1.10072e+07	9.13495e+06	1.12374e+07	1.18679e+07	1.26863e+07	1.10452e+07	1.22333e+07	9.53694e+06	1.05562e+07	1.0838e+07	1.17804e+07
P49773		HINT1		1	1	1.87578e+07	2.00131e+07	1.96105e+07	2.26771e+07	2.06086e+07	2.1365e+07	2.1193e+07	2.31236e+07	2.3654e+07	2.79101e+07	2.13876e+07	2.70951e+07
P49792		RANBP2		3	3	3.8481e+06	3.07035e+06	3.46776e+06	2.88578e+06	2.82131e+06	2.93334e+06	3.90232e+06	4.20788e+06	3.11899e+06	3.39968e+06	3.43113e+06	3.49938e+06
P49821		NDUFV1		2	2	2.59511e+07	2.48266e+07	3.05678e+07	2.38096e+07	2.69353e+07	2.79046e+07	2.47703e+07	2.03158e+07	2.39639e+07	3.11684e+07	2.78336e+07	2.59852e+07
P49841		GSK3B		2	2	3.77158e+06	5.22532e+06	3.5372e+06	2.4672e+06	2.55208e+06	3.51621e+06	3.52724e+06	4.60681e+06	3.20994e+06	2.88561e+06	3.84985e+06	3.30782e+06
P49915		GMPS		6	6	8.64416e+06	9.96529e+06	9.30186e+06	1.06585e+07	9.31643e+06	1.05549e+07	9.52564e+06	1.21082e+07	1.327e+07	1.00636e+07	1.07914e+07	1.0576e+07
P49957		TRM9		1	1	859230	1.24931e+06	654477	500904	505283	153800	1.76658e+06	1.61498e+06	2.69765e+06		849518	811633
P50086		NAS6		2	2	5.01272e+06	5.34683e+06	5.5287e+06	1.79065e+06	1.30708e+06	1.13839e+06	6.04646e+06	6.90276e+06	6.88943e+06	3.69293e+06	2.33187e+06	2.77559e+06
P50094		IMD4		1	1	5.67688e+06	6.31919e+06	5.87819e+06	4.27567e+06	4.24911e+06	3.04909e+06	6.4666e+06	7.7649e+06	8.77796e+06	4.39439e+06	5.29314e+06	6.82538e+06
P50095		IMD3		10	2	6.48222e+07	7.16358e+07	6.6148e+07	4.37121e+07	3.8829e+07	3.77344e+07	6.91146e+07	7.15325e+07	7.16881e+07	3.59918e+07	3.73717e+07	3.48072e+07
P50107		GLO1		1	1	767875	807914	474150				2.7624e+06	2.32052e+06	2.13534e+06	709099	1.21062e+06	1.01046e+06
P50213		IDH3A		4	4	1.13078e+07	1.28144e+07	1.36604e+07	1.79381e+07	1.83073e+07	1.51869e+07	1.44539e+07	1.57738e+07	1.57938e+07	1.62791e+07	1.72065e+07	1.75262e+07
P50238		CRIP1		1	1	6.51597e+07	8.47147e+07	6.38568e+07	5.27659e+07	4.96271e+07	5.90693e+07	1.01417e+08	7.50187e+07	7.89191e+07	7.05662e+07	6.75014e+07	6.54076e+07
P50395		GDI2		10	7	3.61559e+07	3.64022e+07	4.02219e+07	4.88884e+07	4.75191e+07	5.20775e+07	4.01919e+07	4.50539e+07	4.08164e+07	4.26229e+07	4.19763e+07	4.184e+07
P50402		EMD		1	1	1.83449e+07	2.0725e+07	1.86902e+07	1.56086e+07	1.41887e+07	1.60289e+07	1.90548e+07	2.09073e+07	1.97509e+07	1.45735e+07	1.42954e+07	1.44983e+07
P50416		CPT1A		3	3	1.34204e+07	1.6495e+07	1.52113e+07	1.09588e+07	1.15397e+07	1.2194e+07	1.58066e+07	2.01393e+07	1.40431e+07	1.32278e+07	1.25971e+07	1.22422e+07
P50452		SERPINB8		1	1	3.4292e+06	2.46945e+06	1.74176e+06	3.62173e+06	3.99106e+06	3.11957e+06	4.16476e+06	3.35872e+06	4.32051e+06	4.08055e+06	4.14501e+06	4.24426e+06
P50454		SERPINH1		9	9	4.90612e+07	4.48655e+07	4.19187e+07	5.60621e+07	5.2854e+07	4.97046e+07	4.52717e+07	4.7605e+07	4.29646e+07	5.18674e+07	4.72664e+07	4.87454e+07
P50502		ST13		5	0	4.22528e+07	4.48269e+07	4.11428e+07	3.93177e+07	4.0299e+07	4.63832e+07	4.02934e+07	3.89606e+07	3.6985e+07	3.84106e+07	3.67413e+07	3.49651e+07
P50861		RIB4		3	3	3.37535e+07	4.14707e+07	3.58089e+07	1.65676e+07	1.80393e+07	2.03601e+07	2.74465e+07	3.17118e+07	2.9049e+07	1.34422e+07	1.3166e+07	1.61317e+07
P50914		RPL14		4	4	2.24444e+08	2.52423e+08	2.46557e+08	2.32241e+08	2.37612e+08	2.47382e+08	2.79816e+08	2.88223e+08	2.47816e+08	2.51969e+08	2.31095e+08	2.23876e+08
P50946		OCA1		1	1	3.02574e+06	3.17798e+06	2.78851e+06	877220	925664	1.20259e+06	4.46348e+06	5.2582e+06	3.81752e+06	1.42613e+06	1.14608e+06	1.19483e+06
P50990		CCT8		15	15	5.52958e+07	6.46604e+07	6.15629e+07	6.73478e+07	6.92449e+07	6.66598e+07	6.31047e+07	6.3241e+07	6.22352e+07	6.19482e+07	6.04625e+07	6.1886e+07
P50991		CCT4		14	14	5.25764e+07	5.59107e+07	4.98167e+07	6.21144e+07	5.4452e+07	5.48174e+07	5.28963e+07	4.95375e+07	5.31525e+07	5.477e+07	5.27637e+07	5.21652e+07
P50995		ANXA11		3	3	7.0525e+06	8.36656e+06	6.85406e+06	7.18257e+06	6.4517e+06	7.34825e+06	9.45603e+06	1.01826e+07	7.51474e+06	8.98402e+06	8.24097e+06	9.01832e+06
P51148		RAB5C		5	3	2.76579e+07	3.68271e+07	3.34177e+07	3.3032e+07	3.12103e+07	3.12781e+07	3.17286e+07	3.50015e+07	3.22246e+07	3.07239e+07	3.39241e+07	2.99677e+07
P51149		RAB7A		3	2	2.15702e+07	2.34333e+07	2.02686e+07	2.42644e+07	3.01769e+07	2.9675e+07	2.10892e+07	2.37195e+07	2.46239e+07	2.85217e+07	2.7476e+07	3.1413e+07
P51401		RPL9B		1	1	5.03581e+07	4.00472e+07	4.22809e+07	2.40506e+07	1.57017e+07	1.89901e+07	3.9934e+07	4.60004e+07	4.60868e+07	2.09006e+07	2.29116e+07	2.02493e+07
P51571		SSR4		2	2	2.81862e+07	3.09889e+07	2.76152e+07	3.67932e+07	4.19449e+07	3.401e+07	3.08283e+07	3.15673e+07	3.27027e+07	3.45708e+07	3.3077e+07	4.12269e+07
P51572		BCAP31		3	3	1.05806e+06	2.03463e+06	2.42501e+06	3.09161e+06	2.94004e+06	3.80357e+06	5.91802e+06	7.50406e+06	5.61348e+06	6.40309e+06	4.97976e+06	5.7479e+06
P51610		HCFC1		2	2	3.47245e+06	4.31061e+06	3.82545e+06	5.65723e+06	8.1478e+06	8.4096e+06	3.73552e+06	3.76096e+06	3.65381e+06	4.40569e+06	4.24403e+06	4.84046e+06
P51648		ALDH3A2		3	3	5.79491e+06	5.99192e+06	5.92656e+06	7.08351e+06	7.75819e+06	6.55943e+06	6.12241e+06	7.61218e+06	5.58972e+06	6.54711e+06	6.37018e+06	6.97092e+06
P51659		HSD17B4		9	9	1.12943e+07	1.28846e+07	1.23378e+07	1.43485e+07	1.44087e+07	1.28048e+07	1.31438e+07	1.54043e+07	1.43088e+07	1.39581e+07	1.38245e+07	1.26329e+07
P51665		PSMD7		1	1					9.48931e+06			2.3686e+07		1.77071e+07	1.75235e+07	1.38571e+07
P51858		HDGF		6	6	5.7176e+07	6.81281e+07	6.04408e+07	5.78976e+07	4.79274e+07	5.50096e+07	6.54068e+07	7.178e+07	5.48331e+07	5.62594e+07	5.69173e+07	5.39323e+07
P51970		NDUFA8		2	2	1.24433e+07	1.20768e+07	1.31393e+07	1.56647e+07	1.67997e+07	1.85614e+07	1.63303e+07	1.62129e+07	1.50546e+07	1.38653e+07	1.76517e+07	1.68809e+07
P51991		HNRNPA3		4	4	5.72757e+07	8.87817e+07	7.17903e+07	6.11818e+07	5.40399e+07	5.5587e+07	9.63048e+07	9.87943e+07	8.12855e+07	7.53253e+07	6.98737e+07	7.03764e+07
P52209		PGD		9	9	1.05163e+07	1.5241e+07	1.51935e+07	1.51854e+07	1.22682e+07	1.41399e+07	2.15016e+07	2.24856e+07	2.14872e+07	2.13185e+07	2.14576e+07	2.3935e+07
P52272		HNRNPM		8	8	6.05938e+07	6.76778e+07	5.82694e+07	8.35346e+07	7.8595e+07	7.90048e+07	6.56653e+07	6.83936e+07	6.8896e+07	7.28361e+07	7.23837e+07	8.13819e+07
P52286		SKP1		1	1	2.68285e+07	3.05091e+07	2.59162e+07	1.00997e+07	1.00616e+07	1.0492e+07	1.83874e+07	2.71218e+07	2.55943e+07	1.04592e+07	1.07757e+07	1.01975e+07
P52292		KPNA2		3	3	1.30227e+07	1.46203e+07	1.27444e+07	1.93748e+07	1.81961e+07	1.97927e+07	1.9855e+07	2.21488e+07	1.95419e+07	2.42643e+07	2.69288e+07	2.93011e+07
P52488		UBA2		1	1	3.13703e+06	2.99011e+06	3.1708e+06	1.06858e+06		853688	4.06581e+06	3.4116e+06	1.66269e+06		1.02776e+06	
P52489		PYK2		1	1	1.76555e+07	2.05436e+07	2.08544e+07			1.00959e+07	2.05274e+07	2.03517e+07	2.357e+07	1.33766e+07	1.15449e+07	8.15753e+06
P52490		UBC13		2	1	3.90009e+07	4.13172e+07	3.69828e+07	1.63068e+07	1.34729e+07	1.8328e+07	3.72091e+07	3.93409e+07	3.87252e+07	2.13796e+07	2.3578e+07	1.92767e+07
P52565		ARHGDIA		4	4	7.27994e+07	1.01284e+08	1.11246e+08	1.17526e+08	1.23405e+08	9.16699e+07	9.62724e+07	8.38028e+07	9.24816e+07	9.53812e+07	8.72865e+07	8.48781e+07
P52569		SLC7A2		1	1	1.76878e+06	3.15578e+06	2.97825e+06	4.1052e+06	3.77487e+06	3.02477e+06	5.80966e+06	6.24085e+06	3.82653e+06	4.84322e+06	3.38646e+06	5.19017e+06
P52597		HNRNPF		5	5	8.59042e+06	1.18518e+07	1.2168e+07	9.50659e+06	1.09445e+07	1.30287e+07	1.68508e+07	1.99435e+07	1.76686e+07	2.45802e+07	2.4162e+07	2.16542e+07
P52701		MSH6		4	4	5.7763e+06	6.58253e+06	6.24019e+06	8.36491e+06	5.63584e+06	6.37954e+06	7.5512e+06	8.99908e+06	8.28238e+06	8.88347e+06	8.70138e+06	8.58447e+06
P52758		RIDA		1	1	4.02952e+06	5.2544e+06	5.88127e+06	5.98946e+06	4.75184e+06	5.33021e+06	5.32538e+06	5.37898e+06	5.24797e+06	6.14656e+06	5.42305e+06	5.8907e+06
P52788		SMS		3	3	9.70238e+06	9.70471e+06	7.66065e+06	1.06619e+07	7.65068e+06	1.01205e+07	1.37204e+07	1.08834e+07	1.10936e+07	1.31095e+07	1.3805e+07	1.343e+07
P52815		MRPL12		3	3	3.44565e+07	3.03162e+07	3.33906e+07	3.21965e+07	3.45418e+07	3.23224e+07	2.62347e+07	2.78374e+07	2.6063e+07	3.08239e+07	3.00524e+07	2.84377e+07
P52888		THOP1		3	3	6.66561e+06	1.09795e+07	7.65144e+06	9.92744e+06	9.54396e+06	9.75454e+06	1.36903e+07	1.02223e+07	1.13656e+07	1.2109e+07	1.19266e+07	1.12668e+07
P52893		ALT1		1	1		4.22417e+06		694719			6.40147e+06	6.62637e+06	7.18613e+06		2.83274e+06	2.30372e+06
P52907		CAPZA1		7	7	2.23548e+07	2.41408e+07	1.90711e+07	3.07207e+07	2.86592e+07	2.55711e+07	2.18668e+07	2.49351e+07	2.36975e+07	2.67225e+07	2.72316e+07	2.64811e+07
P52910		ACS2		8	8	6.72135e+07	6.99587e+07	6.42694e+07	3.58751e+07	3.43197e+07	3.22933e+07	7.37913e+07	6.95548e+07	6.82195e+07	3.64635e+07	3.55497e+07	3.34891e+07
P52918		MSN5		4	4	2.11626e+06	2.30276e+06	1.54728e+06	779518	689354	582889	3.03336e+06	3.91138e+06	3.74218e+06	1.17876e+06	1.01715e+06	1.48155e+06
P52943		CRIP2		1	1	7.51798e+06	9.12351e+06	5.52182e+06	6.71242e+06	6.68637e+06	6.20239e+06	7.39478e+06	6.93162e+06	9.45698e+06	8.74568e+06	7.49335e+06	7.35042e+06
P53011		SEH1		1	1	5.4155e+06	8.74086e+06	4.88999e+06	3.92102e+06	3.10337e+06	5.76657e+06	7.68772e+06	7.73912e+06				
P53044		UFD1		1	1	3.65156e+06	3.57623e+06	2.7578e+06	519045	587389	973451	5.5977e+06	4.22325e+06	5.775e+06	1.91029e+06	1.75546e+06	1.866e+06
P53066		YGL242C		3	3	1.21957e+07	1.54595e+07	1.44078e+07	5.13922e+06	4.7793e+06	5.08707e+06	1.73839e+07	1.93613e+07	1.58112e+07	6.39422e+06	7.74112e+06	6.41184e+06
P53081		NIF3		1	1	2.22835e+06	3.80192e+06	1.95383e+06	1.52601e+06		2.48576e+06	5.52974e+06	7.25218e+06	6.16889e+06	5.14657e+06	5.22036e+06	2.92673e+06
P53090		ARO8		12	12	8.84518e+07	8.73876e+07	8.80906e+07	4.65838e+07	4.3484e+07	4.26356e+07	8.82878e+07	9.29894e+07	8.86964e+07	4.28779e+07	4.36078e+07	4.32294e+07
P53111		ARI1		5	5	2.38055e+07	2.6757e+07	2.2457e+07	8.3946e+06	9.35641e+06	9.11617e+06	3.30282e+07	2.98272e+07	2.60314e+07	1.25557e+07	1.27208e+07	1.18499e+07
P53131		PRP43		2	2	1.06655e+06	517010	911782	1.10629e+06			2.81068e+06	3.00633e+06	3.79042e+06	370168	424559	645273
P53141		MLC1		5	5	3.35115e+07	3.66062e+07	3.0132e+07	2.49417e+07	2.2587e+07	2.59808e+07	2.85203e+07	3.03841e+07	3.14771e+07	1.82446e+07	1.83801e+07	2.46992e+07
P53152		MMS2		1	1	2.25822e+07	1.71558e+07	2.17213e+07	1.1568e+07	1.24218e+07	8.53806e+06	1.60842e+07	1.59307e+07	1.72612e+07	9.45084e+06	8.4392e+06	9.09878e+06
P53154		GUP1		1	1	2.19975e+06	1.60402e+06	2.62264e+06				4.08637e+06	3.88247e+06	4.51388e+06		1.11157e+06	
P53163		MNP1		3	3	1.53652e+07	1.20544e+07	1.52973e+07	8.22628e+06	8.1444e+06	4.60757e+06	1.6304e+07	1.63851e+07	1.70751e+07	6.93264e+06	7.05902e+06	8.08618e+06
P53172		SDS23		1	1	2.56995e+06	919996	2.83175e+06	1.11217e+06	1.27083e+06	1.38908e+06						
P53173		ERV14		1	1	2.9099e+07	3.31245e+07	2.88023e+07	1.65739e+07	1.96773e+07	2.12037e+07	3.6345e+07	4.07492e+07	4.01466e+07	2.21188e+07	3.12695e+07	2.01397e+07
P53183		YGL039W		2	2	1.50431e+07	1.64853e+07	1.47726e+07	5.97211e+06	6.57767e+06	6.40989e+06	1.58973e+07	1.35902e+07	1.59e+07	5.36341e+06	5.92494e+06	4.6094e+06
P53184		PNC1		8	8	5.22623e+07	6.47896e+07	5.89353e+07	2.78257e+07	2.63223e+07	2.55954e+07	6.73574e+07	7.02833e+07	6.32737e+07	2.55804e+07	2.49083e+07	2.69858e+07
P53192		GET1		2	2	5.07475e+06	7.75837e+06	6.54152e+06	2.04462e+06	1.5444e+06	3.40918e+06	9.39012e+06	8.84701e+06	8.01348e+06	3.50214e+06	3.75818e+06	3.39786e+06
P53199		ERG26		2	2	7.80212e+06	9.82298e+06	7.18794e+06	4.79401e+06	6.93165e+06	4.75729e+06	1.18132e+07	1.13811e+07	1.06021e+07	6.84935e+06	5.54794e+06	6.31084e+06
P53200		EFM5		1	1	7.93462e+06	1.15355e+07	1.09113e+07	3.67323e+06	2.29414e+06	7.32122e+06	1.79948e+07	2.07716e+07	2.194e+07	7.04162e+06	6.69469e+06	8.85836e+06
P53221		RPL26B		1	1	1.65382e+08	1.85433e+08	1.54736e+08	8.3339e+07	7.47184e+07	7.39181e+07	1.72835e+08	1.92186e+08	1.38024e+08	7.54266e+07	7.06279e+07	6.78958e+07
P53224		ORM1		1	1	3.35698e+06	4.80325e+06	5.03948e+06	678249	251088	893026	6.16685e+06	8.1336e+06	8.60716e+06	2.49455e+06	3.04822e+06	2.11557e+06
P53235		YGR054W		5	5	1.06554e+07	9.70679e+06	9.83512e+06	2.61493e+06	3.90235e+06	4.31813e+06	1.33256e+07	1.50056e+07	1.21154e+07	6.55458e+06	6.44004e+06	6.44782e+06
P53250		TWF1		3	3	4.87071e+06	5.80041e+06	4.96638e+06	3.18751e+06	4.66186e+06	3.56884e+06	6.7654e+06	7.44897e+06	5.71638e+06	2.98126e+06	2.73282e+06	2.61e+06
P53252		PIL1		7	7	3.4325e+08	3.78128e+08	3.59611e+08	1.77847e+08	1.65097e+08	1.72972e+08	3.46528e+08	3.51939e+08	3.29456e+08	1.62217e+08	1.62351e+08	1.57409e+08
P53254		UTP22		2	2	7.31553e+06	8.96852e+06	5.37129e+06	1.53331e+06	2.00261e+06	2.23942e+06	8.98581e+06	1.07714e+07	8.92912e+06	5.85811e+06	6.16042e+06	6.1302e+06
P53261		NOP7		1	1	7.04178e+06	8.44438e+06	7.75262e+06	1.45508e+06	1.73343e+06	1.02244e+06	7.69787e+06	9.50816e+06	5.86356e+06	2.74198e+06	3.16537e+06	2.82727e+06
P53265		YGR111W		1	1	4.57042e+06	5.16367e+06	5.22759e+06	1.88128e+06	1.47933e+06	1.56456e+06	4.78146e+06	5.57852e+06	5.24537e+06	1.61634e+06	1.75849e+06	1.90317e+06
P53281		LSB1		1	1	8.57946e+06	9.74231e+06	7.94696e+06	8.82631e+06	8.41647e+06	7.76515e+06	9.77421e+06	9.51132e+06	1.03458e+07	3.71144e+06	4.01636e+06	3.81815e+06
P53295		RBG2		2	2		1.14301e+06	1.02428e+06				3.51814e+06	3.81021e+06	3.39736e+06	1.50658e+06	761933	1.30344e+06
P53296		ATF2		1	1	463784	666672	897827	221552	220579		1.25608e+06	1.35478e+06	1.39856e+06	595314	533335	804044
P53297		PBP1		3	3	1.07391e+07	1.18478e+07	1.19455e+07	3.94155e+06	3.39504e+06	3.46788e+06	1.27301e+07	1.40285e+07	9.93376e+06	4.57456e+06	4.69507e+06	4.62578e+06
P53301		CRH1		1	1	1.37319e+07	1.72932e+07	1.49792e+07	3.8236e+06	4.28747e+06	6.07905e+06	2.30262e+07	1.87752e+07	1.88607e+07	8.23303e+06	9.27098e+06	8.99943e+06
P53303		ZPR1		1	1	7.42007e+06	7.71912e+06	7.92719e+06	2.54476e+06	2.90703e+06	2.90258e+06	7.99195e+06	8.90732e+06	6.58127e+06	3.30238e+06	3.84264e+06	2.9427e+06
P53312		LSC2		4	4	8.07628e+06	1.13102e+07	9.51959e+06	4.33982e+06	5.4043e+06	2.86019e+06	9.97718e+06	8.23046e+06	1.148e+07	5.20466e+06	5.16326e+06	4.27035e+06
P53334		SCW4		1	1	3.71482e+06	5.18384e+06	5.20596e+06	2.38395e+06	3.53061e+06	4.09138e+06	4.48805e+06	5.61796e+06	5.58003e+06	3.171e+06	3.22434e+06	3.54485e+06
P53337		ERV29		2	2	2.87219e+07	3.71732e+07	2.8968e+07	1.38984e+07	1.38013e+07	1.44958e+07	3.60089e+07	2.90999e+07	2.76423e+07	1.33182e+07	1.44336e+07	1.51577e+07
P53396		ACLY		12	12	1.61617e+07	1.8347e+07	1.85603e+07	2.13767e+07	1.96928e+07	1.85321e+07	2.00082e+07	2.11079e+07	1.96942e+07	2.22254e+07	2.01896e+07	2.17336e+07
P53507		TOM7		1	1	3.59051e+07	3.69871e+07	3.24005e+07	2.31147e+07	3.31223e+07	3.19651e+07	4.21012e+07	4.64169e+07	4.46403e+07	2.56079e+07	2.67593e+07	3.53793e+07
P53549		RPT4		1	1					244057		769667	1.24249e+06	1.15528e+06			
P53551		HHO1		2	2	5.87607e+06	6.36868e+06	5.96802e+06	2.39351e+06	2.70686e+06	2.38726e+06	7.20081e+06	7.43957e+06	8.2237e+06	4.60417e+06	4.71174e+06	3.56474e+06
P53582		METAP1		1	1	1.47926e+06	2.33151e+06	2.05507e+06	1.92812e+06	1.35094e+06	1.6657e+06	4.97571e+06	4.16557e+06	2.31535e+06	4.35017e+06	3.76838e+06	4.32634e+06
P53597		SUCLG1		2	2	1.40204e+07	1.50054e+07	1.28755e+07	9.8765e+06	1.33039e+07	1.15979e+07	1.63667e+07	1.33696e+07	1.32038e+07	1.40488e+07	1.49463e+07	1.35705e+07
P53598		LSC1		4	4	3.09485e+07	3.42955e+07	3.17054e+07	1.2281e+07	1.06378e+07	1.22716e+07	2.92732e+07	2.83985e+07	2.85262e+07	1.33885e+07	1.20553e+07	1.26084e+07
P53600		RET3		1	1	6.37888e+06	7.9095e+06	9.82713e+06	3.31939e+06	2.09178e+06	4.05183e+06	1.58569e+07	1.92303e+07	1.8868e+07	8.27432e+06	6.96509e+06	7.44423e+06
P53617		NRD1		1	1	1.0793e+06	1.75071e+06	1.83061e+06				2.46966e+06	2.53293e+06	2.79353e+06			
P53618		COPB1		4	4	1.0407e+07	1.24276e+07	1.18366e+07	1.34106e+07	1.43024e+07	1.13153e+07	1.26636e+07	1.38548e+07	1.36916e+07	1.64794e+07	1.50802e+07	1.48209e+07
P53621		COPA		10	10	1.71877e+07	2.07791e+07	1.84773e+07	1.86837e+07	1.724e+07	1.88049e+07	2.84382e+07	3.09826e+07	2.67065e+07	2.47053e+07	2.66273e+07	2.56488e+07
P53622		COP1		13	13	2.35269e+07	2.51834e+07	2.11145e+07	1.03242e+07	9.63836e+06	9.85791e+06	2.33948e+07	2.33202e+07	2.41956e+07	1.28535e+07	1.14483e+07	1.206e+07
